cap-shape,cap-surface,cap-color,gill-attachment,gill-spacing,gill-color,stem-width,stem-color,ring-type,habitat
2,2,6,2,0,10,0.5590535132246558,11,5,0
2,2,6,2,0,10,0.5979141090994952,11,2,0
2,3,6,2,0,10,0.5451035557311236,11,2,0
6,2,1,2,0,10,0.5032536832505269,11,2,0
2,2,1,2,0,10,0.7613278968808722,11,2,0
2,2,6,2,0,10,0.5002644066447702,11,2,0
2,2,6,2,0,10,0.7194780244002759,11,2,0
6,2,6,2,0,10,0.6118640665930274,11,2,0
2,3,6,2,0,10,0.6108676410577752,11,5,0
2,3,1,2,0,10,0.537132151449105,11,2,0
6,2,1,2,0,10,0.596917683564243,11,5,0
2,3,6,2,0,10,0.4653895129109396,11,2,0
6,2,6,2,0,10,0.5251750450260777,11,2,0
6,3,6,2,0,10,0.5789820239297017,11,2,0
2,3,6,2,0,10,0.5341428748433483,11,2,0
6,3,1,2,0,10,0.5720070451829355,11,5,0
2,3,6,2,0,10,0.4972751300390132,11,5,0
6,3,1,2,0,10,0.6417568326505965,11,2,0
6,2,6,2,0,10,0.353789852962682,11,5,0
6,3,6,2,0,10,0.4295181936418569,11,2,0
6,2,1,2,0,10,0.5221857684203206,11,2,0
6,2,1,2,0,10,0.4743573427282103,11,2,0
6,3,1,2,0,10,0.510228661997293,11,5,0
6,3,6,2,0,10,0.5421142791253666,11,5,0
6,3,6,2,0,10,0.6218283219455505,11,2,0
2,2,6,2,0,10,0.3936468743727742,11,5,0
6,3,1,2,0,10,0.5500856834073852,11,5,0
2,3,6,2,0,10,0.5431107046606191,11,2,0
2,3,1,2,0,10,0.7055280669067435,11,2,0
2,2,6,2,0,10,0.5660284919714216,11,2,0
6,3,1,2,0,10,0.6855995562016977,11,5,0
2,3,1,2,0,10,0.406600406331054,11,2,0
2,2,6,2,0,10,0.5431107046606191,11,5,0
6,2,6,2,0,10,0.6696567476376609,11,5,0
2,2,6,2,0,10,0.6178426198045414,11,2,0
2,2,1,2,0,10,0.4454610022058937,11,5,0
6,3,1,2,0,10,0.3488077252864207,11,5,0
6,3,6,2,0,10,0.5291607471670867,11,5,0
2,3,1,2,0,10,0.507239385391536,11,5,0
2,2,6,2,0,10,0.4484502788116503,11,2,0
6,2,1,2,0,10,0.5022572577152747,11,5,0
2,2,6,2,0,10,0.4026147041900449,11,2,0
6,3,6,2,0,10,0.6297997262275687,11,5,0
2,2,1,2,0,10,0.567024917506674,11,5,0
2,2,1,2,0,10,0.5411178535901141,11,5,0
6,2,1,2,0,10,0.6636781944261468,11,2,0
6,3,1,2,0,10,0.4803358959397239,11,5,0
6,3,6,2,0,10,0.4653895129109396,11,5,0
2,2,6,2,0,10,0.4444645766706412,11,5,0
2,2,1,2,0,10,0.3677398104562143,11,5,0
2,2,6,2,0,10,0.3806933424144942,11,5,0
2,2,6,2,0,10,0.5291607471670867,11,5,0
2,3,1,2,0,10,0.4474538532763982,11,5,0
6,3,1,2,0,10,0.5341428748433483,11,2,0
2,3,6,2,0,10,0.5022572577152747,11,5,0
2,3,1,2,0,10,0.4883073002217425,11,2,0
2,2,6,2,0,10,0.6038926623110091,11,2,0
6,3,6,2,0,10,0.3956397254432788,11,2,0
6,2,1,2,0,10,0.3627576827799527,11,2,0
2,3,1,2,0,10,0.4853180236159855,11,5,0
2,3,6,2,0,10,0.5879498537469724,11,5,0
6,2,6,2,0,10,0.5201929173498161,11,5,0
6,3,6,2,0,10,0.6616853433556423,11,2,0
6,2,6,2,0,10,0.6716495987081654,11,5,0
6,2,6,2,0,10,0.48731087468649,11,5,0
2,3,1,2,0,10,0.5710106196476832,11,5,0
6,2,6,2,0,10,0.5341428748433483,11,2,0
6,2,1,2,0,10,0.4763501937987148,11,5,0
2,2,6,2,0,10,0.6128604921282799,11,5,0
6,2,6,2,0,10,0.7344244074290601,11,5,0
6,3,1,2,0,10,0.3229006613698609,11,5,0
6,2,6,2,0,10,0.540121428054862,11,5,0
2,3,6,2,0,10,0.4793394704044718,11,2,0
2,3,1,2,0,10,0.4494467043469028,11,5,0
6,2,6,2,0,10,0.4912965768274991,11,5,0
6,3,6,2,0,10,0.5829677260707108,11,2,0
6,2,6,2,0,10,0.409589682936811,11,5,0
2,3,6,2,0,10,0.5122215130677975,11,2,0
2,3,1,2,0,10,0.3816897679497466,11,5,0
2,3,1,2,0,10,0.5730034707181877,11,5,0
2,2,1,2,0,10,0.5341428748433483,11,2,0
6,3,6,2,0,10,0.4026147041900449,11,2,0
6,2,6,2,0,10,0.4474538532763982,11,2,0
2,3,1,2,0,10,0.3876683211612602,11,5,0
2,3,1,2,0,10,0.4693752150519487,11,5,0
2,2,6,2,0,10,0.5979141090994952,11,5,0
2,2,1,2,0,10,0.6068819389167658,11,2,0
2,2,1,2,0,10,0.4085932574015585,11,5,0
2,3,6,2,0,10,0.5321500237728434,11,2,0
6,2,1,2,0,10,0.676631726384427,11,2,0
2,3,1,2,0,10,0.670653173172913,11,2,0
2,3,1,2,0,10,0.6188390453397935,11,5,0
2,3,1,2,0,10,0.6517210880031196,11,5,0
2,2,6,2,0,10,0.3856754700907556,11,2,0
2,2,1,2,0,10,0.5739998962534402,11,2,0
2,3,6,2,0,10,0.5590535132246558,11,2,0
6,3,6,2,0,10,0.7782671309801614,11,5,0
2,3,6,2,0,10,0.5122215130677975,11,5,0
6,2,1,2,0,10,0.6088747899872707,11,2,0
2,3,6,2,0,10,0.6327890028333257,11,2,0
6,3,6,2,0,10,0.4723644916577057,11,2,0
6,2,1,2,0,10,0.5789820239297017,11,2,0
6,3,1,2,0,10,0.6158497687340365,11,5,0
2,2,6,2,0,10,0.6068819389167658,11,2,0
6,2,6,2,0,10,0.5271678960965822,11,2,0
2,3,1,2,0,10,0.6058855133815138,11,5,0
2,2,1,2,0,10,0.5201929173498161,11,5,0
2,3,6,2,0,10,0.6447461092563535,11,5,0
6,2,6,2,0,10,0.5411178535901141,11,5,0
2,2,6,2,0,10,0.3139328315525903,11,5,0
2,2,6,2,0,10,0.6337854283685782,11,5,0
6,2,1,2,0,10,0.5530749600131418,11,5,0
2,3,1,2,0,10,0.5570606621541508,11,2,0
6,2,1,2,0,10,0.4853180236159855,11,2,0
2,2,1,2,0,10,0.406600406331054,11,2,0
2,3,1,2,0,10,0.507239385391536,11,2,0
2,2,1,2,0,10,0.620831896410298,11,5,0
6,2,6,2,0,10,0.3408363210044023,11,2,0
2,3,6,2,0,10,0.6626817688908948,11,2,0
2,2,1,2,0,10,0.5490892578721327,11,2,0
2,3,1,2,0,10,0.3936468743727742,11,2,0
2,3,6,2,0,10,0.5919355558879815,11,5,0
6,3,1,2,0,10,0.4733609171929578,11,5,0
2,3,1,2,0,10,0.5989105346347476,11,5,0
2,3,1,2,0,10,0.5620427898304124,11,2,0
2,2,6,2,0,10,0.6178426198045414,11,2,0
6,2,6,2,0,10,0.5799784494649538,11,5,0
6,2,6,2,0,10,0.4813323214749764,11,2,0
2,2,6,2,0,10,0.5919355558879815,11,2,0
2,3,1,2,0,10,0.6028962367757567,11,5,0
6,3,1,2,0,10,0.457418108628921,11,2,0
6,2,1,2,0,10,0.3607648317094482,11,2,0
6,3,1,2,0,10,0.4763501937987148,11,5,0
6,3,6,2,0,10,0.5341428748433483,11,5,0
6,2,1,2,0,10,0.4504431298821553,11,5,0
2,3,6,2,0,10,0.6586960667498857,11,5,0
2,3,1,2,0,10,0.5331464493080958,11,2,0
6,3,1,2,0,10,0.570014194112431,11,5,0
2,2,1,2,0,10,0.507239385391536,11,2,0
6,3,1,2,0,10,0.4903001512922471,11,2,0
2,2,6,2,0,10,0.5660284919714216,11,2,0
2,2,1,2,0,10,0.3846790445555035,11,5,0
6,3,1,2,0,10,0.4893037257569946,11,2,0
2,3,1,2,0,10,0.5092322364620409,11,5,0
6,3,6,2,0,10,0.5530749600131418,11,2,0
6,3,1,2,0,10,0.4663859384461917,11,2,0
2,2,6,2,0,10,0.5301571727023389,11,2,0
6,2,1,2,0,10,0.4962787045037607,11,2,0
6,3,1,2,0,10,0.3009792995943103,11,5,0
6,3,1,2,0,10,0.5321500237728434,11,5,0
2,2,1,2,0,10,0.5480928323368802,11,2,0
2,2,6,2,0,10,0.570014194112431,11,5,0
6,3,1,2,0,10,0.5122215130677975,11,2,0
6,2,1,2,0,10,0.6616853433556423,11,2,0
6,3,1,2,0,10,0.4345003213181185,11,5,0
6,2,6,2,0,10,0.6955638115542204,11,5,0
6,3,6,2,0,10,0.6656710454966515,11,2,0
6,2,6,2,0,10,0.5879498537469724,11,5,0
2,3,6,2,0,10,0.6148533431987844,11,2,0
6,2,1,2,0,10,0.6945673860189684,11,5,0
6,2,6,2,0,10,0.4315110447123614,11,2,0
2,2,6,2,0,10,0.5112250875325455,11,2,0
6,2,1,2,0,10,0.6009033857052521,11,5,0
6,2,6,2,0,10,0.4643930873756871,11,2,0
6,3,1,2,0,10,0.4384860234591275,11,2,0
2,2,6,2,0,10,0.619835470875046,11,5,0
6,3,6,2,0,10,0.3567791295684391,11,5,0
6,2,6,2,0,10,0.5859570026764678,11,2,0
2,2,6,2,0,10,0.6028962367757567,11,5,0
2,3,1,2,0,10,0.6058855133815138,11,5,0
6,3,6,2,0,10,0.3906575977670172,11,5,0
6,2,6,2,0,10,0.4424717256001367,11,2,0
2,3,1,2,0,10,0.6218283219455505,11,2,0
2,3,1,2,0,10,0.4434681511353892,11,5,0
6,3,6,2,0,10,0.640760407115344,11,2,0
6,2,1,2,0,10,0.510228661997293,11,2,0
6,2,1,2,0,10,0.5490892578721327,11,2,0
2,2,6,2,0,10,0.567024917506674,11,2,0
2,2,1,2,0,10,0.4374895979238751,11,5,0
6,2,6,2,0,10,0.5162072152088066,11,5,0
6,2,6,2,0,10,0.5182000662793116,11,2,0
2,3,6,2,0,10,0.4903001512922471,11,5,0
6,2,1,2,0,10,0.5660284919714216,11,5,0
6,2,6,2,0,10,0.5281643216318344,11,2,0
6,2,6,2,0,10,0.6646746199613993,11,5,0
6,2,1,2,0,10,0.596917683564243,11,2,0
2,3,6,2,0,10,0.3767076402734849,11,5,0
2,2,1,2,0,10,0.5809748750002063,11,2,0
6,2,1,2,0,10,0.6009033857052521,11,2,0
2,2,6,2,0,10,0.5749963217886926,11,2,0
2,2,1,2,0,10,0.4942858534332562,11,5,0
2,2,1,2,0,10,0.4793394704044718,11,5,0
2,2,1,2,0,10,0.4205503638245862,11,2,0
6,2,1,2,0,10,0.6238211730160551,11,5,0
6,3,6,2,0,10,0.5321500237728434,11,2,0
2,2,1,2,0,10,0.5082358109267884,11,2,0
2,3,1,2,0,10,0.5421142791253666,11,5,0
6,3,1,2,0,10,0.51321793860305,11,2,0
2,3,6,2,0,10,0.6367747049743349,11,2,0
6,3,1,2,0,10,0.5231821939555727,11,5,0
2,2,6,2,0,10,0.6317925772980733,11,2,0
6,2,1,2,0,10,0.5490892578721327,11,2,0
2,3,1,2,0,10,0.5959212580289905,11,5,0
6,2,6,2,0,10,0.6636781944261468,11,2,0
2,2,6,2,0,10,0.3906575977670172,11,5,0
2,2,6,2,0,10,0.4484502788116503,11,5,0
2,3,6,2,0,10,0.4803358959397239,11,5,0
2,3,6,2,0,10,0.4046075552605495,11,2,0
6,2,6,2,0,10,0.5162072152088066,11,2,0
6,3,6,2,0,10,0.6297997262275687,11,2,0
6,2,6,2,0,10,0.5839641516059633,11,5,0
2,2,6,2,0,10,0.4524359809526598,11,2,0
2,3,6,2,0,10,0.3737183636677281,11,2,0
6,3,1,2,0,10,0.4703716405872011,11,5,0
2,3,6,2,0,10,0.6128604921282799,11,2,0
6,2,6,2,0,10,0.5590535132246558,11,2,0
2,3,1,2,0,10,0.5271678960965822,11,5,0
2,3,6,2,0,10,0.6985530881599774,11,5,0
2,2,6,2,0,10,0.570014194112431,11,2,0
6,3,6,2,0,10,0.4235396404303429,11,2,0
2,2,1,2,0,10,0.3916540233022693,11,5,0
2,2,6,2,0,10,0.5241786194908252,11,2,0
2,3,1,2,0,10,0.620831896410298,11,5,0
6,2,6,2,0,10,0.4903001512922471,11,5,0
2,3,6,2,0,10,0.4434681511353892,11,2,0
6,2,6,2,0,10,0.5869534282117199,11,5,0
2,3,6,2,0,10,0.5221857684203206,11,5,0
6,2,6,2,0,10,0.5979141090994952,11,5,0
2,3,1,2,0,10,0.4683787895166966,11,2,0
2,2,6,2,0,10,0.4265289170360999,11,5,0
6,3,6,2,0,10,0.4813323214749764,11,2,0
2,3,6,2,0,10,0.676631726384427,11,5,0
2,2,6,2,0,10,0.4454610022058937,11,2,0
2,2,6,2,0,10,0.3996254275842879,11,2,0
6,3,1,2,0,10,0.4404788745296321,11,2,0
2,2,1,2,0,10,0.6656710454966515,11,5,0
6,3,6,2,0,10,0.336850618863393,11,2,0
6,3,1,2,0,10,0.7483743649225923,11,2,0
6,3,6,2,0,10,0.4723644916577057,11,5,0
6,3,1,2,0,10,0.4942858534332562,11,5,0
2,3,6,2,0,10,0.6158497687340365,11,5,0
2,3,6,2,0,10,0.4016182786547924,11,5,0
2,2,1,2,0,10,0.5809748750002063,11,2,0
6,3,1,2,0,10,0.4972751300390132,11,2,0
2,3,1,2,0,10,0.5540713855483942,11,5,0
6,3,6,2,0,10,0.6915781094132113,11,5,0
2,3,6,2,0,10,0.5859570026764678,11,2,0
2,3,1,2,0,10,0.537132151449105,11,5,0
2,3,6,2,0,10,0.3826861934849988,11,5,0
6,2,1,2,0,10,0.3687362359914666,11,2,0
2,2,6,2,0,10,0.4733609171929578,11,5,0
2,2,1,2,0,10,0.4813323214749764,11,5,0
6,3,6,2,0,10,0.5759927473239447,11,2,0
6,3,1,2,0,10,0.6118640665930274,11,5,0
6,2,1,2,0,10,0.5789820239297017,11,2,0
6,2,1,2,0,10,0.5281643216318344,11,5,0
2,2,1,2,0,10,0.4225432148950908,11,5,0
6,3,1,2,0,10,0.6038926623110091,11,2,0
2,3,1,2,0,10,0.5610463642951603,11,5,0
2,3,6,2,0,10,0.5122215130677975,11,2,0
6,2,1,2,0,10,0.6297997262275687,11,5,0
2,3,6,2,0,10,0.5829677260707108,11,2,0
2,2,6,2,0,10,0.4773466193339672,11,2,0
2,2,1,2,0,10,0.5441071301958711,11,2,0
6,2,1,2,0,10,0.640760407115344,11,2,0
6,3,6,2,0,10,0.4165646616835768,11,2,0
6,2,6,2,0,10,0.3338613422576362,11,5,0
2,2,6,2,0,10,0.4624002363051826,11,5,0
6,2,6,2,0,10,0.3129364060173378,11,2,0
6,2,6,2,0,10,0.5271678960965822,11,2,0
6,2,6,2,0,10,0.5859570026764678,11,5,0
6,2,1,2,0,10,0.536135725913853,11,5,0
2,3,1,2,0,10,0.4733609171929578,11,5,0
2,3,1,2,0,10,0.4803358959397239,11,5,0
2,2,6,2,0,10,0.4893037257569946,11,2,0
6,2,1,2,0,10,0.4952822789685086,11,5,0
2,2,6,2,0,10,0.457418108628921,11,2,0
6,2,1,2,0,10,0.6527175135383716,11,2,0
2,2,6,2,0,10,0.5281643216318344,11,5,0
6,3,6,2,0,10,0.4175610872188292,11,2,0
2,2,1,2,0,10,0.3109435549468333,11,2,0
2,3,1,2,0,10,0.406600406331054,11,5,0
2,3,1,2,0,10,0.51321793860305,11,2,0
2,2,1,2,0,10,0.5052465343210314,11,2,0
6,2,1,2,0,10,0.5172036407440591,11,2,0
6,2,6,2,0,10,0.5769891728591972,11,5,0
6,3,6,2,0,10,0.4683787895166966,11,5,0
6,2,1,2,0,10,0.4075968318663061,11,2,0
6,2,1,2,0,10,0.5739998962534402,11,2,0
6,3,6,2,0,10,0.5889462792822244,11,2,0
6,2,6,2,0,10,0.5082358109267884,11,2,0
2,2,1,2,0,10,0.643749683721101,11,5,0
6,2,1,2,0,10,0.5620427898304124,11,2,0
6,3,6,2,0,10,0.6058855133815138,11,2,0
2,2,1,2,0,10,0.5789820239297017,11,2,0
6,3,1,2,0,10,0.6487318113973626,11,5,0
2,3,6,2,0,10,0.5580570876894033,11,5,0
6,2,1,2,0,10,0.4594109596994259,11,2,0
2,3,6,2,0,10,0.3926504488375217,11,2,0
2,3,1,2,0,10,0.6666674710319038,11,2,0
2,2,6,2,0,10,0.5919355558879815,11,2,0
6,3,1,2,0,10,0.5082358109267884,11,5,0
6,3,6,2,0,10,0.5610463642951603,11,5,0
2,3,6,2,0,10,0.5749963217886926,11,2,0
2,3,6,2,0,10,0.51321793860305,11,2,0
6,3,1,2,0,10,0.3607648317094482,11,5,0
6,3,1,2,0,10,0.5381285769843575,11,5,0
2,3,6,2,0,10,0.5560642366188988,11,2,0
6,2,6,2,0,10,0.5859570026764678,11,2,0
6,3,6,2,0,10,0.59990696017,11,2,0
6,2,6,2,0,10,0.5590535132246558,11,5,0
6,2,5,2,0,10,0.1485261927007087,11,5,0
4,2,5,2,0,10,0.5172036407440591,11,5,0
4,2,5,2,0,10,0.0578514689927495,11,5,0
6,2,5,2,0,10,0.0767835541625431,11,5,0
6,2,5,2,0,10,0.2820472144245167,11,5,0
6,2,5,2,0,10,0.2521544483669476,11,5,0
4,2,5,2,0,10,-0.0118983184749114,11,5,0
6,2,5,2,0,10,0.3677398104562143,11,5,0
6,2,5,2,0,10,0.4394824489943797,11,5,0
4,2,5,2,0,10,-0.0397982334619757,11,5,0
4,2,5,2,0,10,0.1435440650244471,11,5,0
4,2,5,2,0,10,0.032940830611442,11,5,0
6,2,5,2,0,10,0.2073152992805943,11,5,0
6,2,5,2,0,10,0.3508005763569252,11,5,0
6,2,5,2,0,10,0.1445404905596994,11,5,0
4,2,5,2,0,10,0.353789852962682,11,5,0
6,2,5,2,0,10,0.4624002363051826,11,5,0
6,2,5,2,0,10,0.0289551284704327,11,5,0
6,2,5,2,0,10,0.4494467043469028,11,5,0
6,2,5,2,0,10,0.4295181936418569,11,5,0
6,2,5,2,0,10,0.4275253425713524,11,5,0
4,2,5,2,0,10,-0.0218625738274344,11,5,0
6,2,5,2,0,10,0.4504431298821553,11,5,0
6,2,5,2,0,10,0.1285976819956626,11,5,0
6,2,5,2,0,10,0.1704475544762591,11,5,0
6,2,5,2,0,10,0.4135753850778201,11,5,0
4,2,5,2,0,10,0.3019757251295626,11,5,0
4,2,5,2,0,10,0.4135753850778201,11,5,0
6,2,5,2,0,10,0.2312295121266495,11,5,0
4,2,5,2,0,10,0.3976325765137833,11,5,0
6,2,5,2,0,10,0.1893796396460529,11,5,0
6,2,5,2,0,10,0.3358541933281407,11,5,0
6,2,5,2,0,10,0.0100230433006391,11,5,0
6,2,5,2,0,10,0.3468148742159161,11,5,0
6,2,5,2,0,10,0.4713680661224533,11,5,0
4,2,5,2,0,10,0.1694511289410068,11,5,0
6,2,5,2,0,10,0.1604832991237362,11,5,0
6,2,5,2,0,10,0.2581330015784615,11,5,0
6,2,5,2,0,10,0.1674582778705023,11,5,0
6,2,5,2,0,10,0.3209078102993562,11,5,0
6,2,5,2,0,10,0.0877442350503183,11,5,0
4,2,5,2,0,10,0.3428291720749068,11,5,0
6,2,5,2,0,10,0.5032536832505269,11,5,0
6,2,5,2,0,10,0.590939130352729,11,5,0
6,2,5,2,0,10,0.2411937674791724,11,5,0
6,2,5,2,0,10,0.2561401505079569,11,5,0
6,2,5,2,0,10,0.2292366610561447,11,5,0
4,2,5,2,0,10,0.3707290870619711,11,5,0
6,2,5,2,0,10,0.4145718106130722,11,5,0
6,2,5,2,0,10,0.0040444900891253,11,5,0
4,2,5,2,0,10,0.3697326615267188,11,5,0
4,2,5,2,0,10,0.3358541933281407,11,5,0
4,2,5,2,0,10,0.2122974269568557,11,5,0
4,2,5,2,0,10,0.3189149592288516,11,5,0
6,2,5,2,0,10,-0.1663442764390176,11,5,0
6,2,5,2,0,10,0.233222363197154,11,5,0
4,2,5,2,0,10,0.4514395554174074,11,5,0
4,2,5,2,0,10,0.2053224482100897,11,5,0
6,2,5,2,0,10,0.0787764052330476,11,5,0
6,2,5,2,0,10,0.2800543633540121,11,5,0
6,2,5,2,0,10,0.3219042358346086,11,5,0
6,2,5,2,0,10,0.0279587029351804,11,5,0
4,2,5,2,0,10,0.1923689162518098,11,5,0
6,2,5,2,0,10,0.1734368310820161,11,5,0
6,2,5,2,0,10,0.2421901930144247,11,5,0
4,2,5,2,0,10,0.4115825340073156,11,5,0
4,2,5,2,0,10,0.1106620223611212,11,5,0
6,2,5,2,0,10,0.2511580228316953,11,5,0
4,2,5,2,0,10,0.1256084053899057,11,5,0
4,2,5,2,0,10,0.0827621073740569,11,5,0
4,2,5,2,0,10,0.3139328315525903,11,5,0
4,2,5,2,0,10,0.1385619373481855,11,5,0
4,2,5,2,0,10,0.3139328315525903,11,5,0
6,2,5,2,0,10,0.1684547034057546,11,5,0
6,2,5,2,0,10,0.3856754700907556,11,5,0
6,2,5,2,0,10,0.1903760651813052,11,5,0
4,2,5,2,0,10,0.2541472994374522,11,5,0
6,2,5,2,0,10,0.3049650017353196,11,5,0
6,2,5,2,0,10,-0.0059197652633976,11,5,0
4,2,5,2,0,10,0.4683787895166966,11,5,0
6,2,5,2,0,10,0.5849605771412154,11,5,0
6,2,5,2,0,10,0.2093081503510988,11,5,0
6,2,5,2,0,10,0.3597684061741959,11,5,0
4,2,5,2,0,10,0.3707290870619711,11,5,0
6,2,5,2,0,10,0.2501615972964431,11,5,0
6,2,5,2,0,10,0.156497596982727,11,5,0
4,2,5,2,0,10,0.3458184486806637,11,5,0
4,2,5,2,0,10,0.5829677260707108,11,5,0
4,2,5,2,0,10,0.6636781944261468,11,5,0
4,2,5,2,0,10,0.3737183636677281,11,5,0
6,2,5,2,0,10,0.1106620223611212,11,5,0
6,2,5,2,0,10,0.3258899379756177,11,5,0
4,2,5,2,0,10,0.1734368310820161,11,5,0
6,2,5,2,0,10,0.3806933424144942,11,5,0
4,2,5,2,0,10,-0.1155265741411504,11,5,0
4,2,5,2,0,10,-0.0059197652633976,11,5,0
6,2,5,2,0,10,0.2501615972964431,11,5,0
4,2,5,2,0,10,0.0578514689927495,11,5,0
4,2,5,2,0,10,0.2103045758863511,11,5,0
4,2,5,2,0,10,0.3677398104562143,11,5,0
6,2,5,2,0,10,0.273079384607246,11,5,0
4,2,5,2,0,10,0.0488836391754788,11,5,0
4,2,5,2,0,10,0.6038926623110091,11,5,0
4,2,5,2,0,10,0.1515154693064655,11,5,0
6,2,5,2,0,10,0.2013367460690804,11,5,0
6,2,5,2,0,10,0.3936468743727742,11,5,0
6,2,5,2,0,10,0.3707290870619711,11,5,0
4,2,5,2,0,10,0.4185575127540817,11,5,0
4,2,5,2,0,10,0.3378470443986452,11,5,0
4,2,5,2,0,10,0.4952822789685086,11,5,0
4,2,5,2,0,10,0.1535083203769701,11,5,0
6,2,5,2,0,10,0.2671008313957321,11,5,0
4,2,5,2,0,10,0.4145718106130722,11,5,0
4,2,5,2,0,10,0.3886647466965127,11,5,0
4,2,5,2,0,10,0.406600406331054,11,5,0
6,2,5,2,0,10,0.1246119798546535,11,5,0
6,2,5,2,0,10,0.8001884927557119,11,5,0
4,2,5,2,0,10,0.3557827040331868,11,5,0
6,2,5,2,0,10,0.3069578528058241,11,5,0
6,2,5,2,0,10,0.2411937674791724,11,5,0
6,2,5,2,0,10,0.1594868735884839,11,5,0
6,2,5,2,0,10,0.2740758101424982,11,5,0
6,2,5,2,0,10,0.1953581928575666,11,5,0
4,2,5,2,0,10,0.3717255125972236,11,5,0
6,2,5,2,0,10,0.3966361509785309,11,5,0
4,2,5,2,0,10,0.2272438099856402,11,5,0
6,2,5,2,0,10,0.2451794696201815,11,5,0
6,2,5,2,0,10,0.4663859384461917,11,5,0
4,2,5,2,0,10,0.0757871286272908,11,5,0
6,2,5,2,0,10,0.6307961517628212,11,5,0
6,2,5,2,0,10,0.1465333416302039,11,5,0
4,2,5,2,0,10,-0.0248518504331912,11,5,0
4,2,5,2,0,10,0.3388434699338977,11,5,0
6,2,5,2,0,10,0.593928406958486,11,5,0
6,2,5,2,0,10,0.2162831290978649,11,5,0
4,2,5,2,0,10,0.1495226182359609,11,5,0
6,2,5,2,0,10,0.4056039807958015,11,5,0
6,2,5,2,0,10,0.2521544483669476,11,5,0
6,2,5,2,0,10,0.1435440650244471,11,5,0
6,2,5,2,0,10,0.1066763202201121,11,5,0
6,2,5,2,0,10,0.5231821939555727,11,5,0
4,2,5,2,0,10,0.4394824489943797,11,5,0
6,2,5,2,0,10,0.4125789595425677,11,5,0
4,2,5,2,0,10,0.1066763202201121,11,5,0
4,2,5,2,0,10,0.4544288320231643,11,5,0
4,2,5,2,0,10,0.7862385352621797,11,5,0
6,2,5,2,0,10,0.3657469593857098,11,5,0
6,2,5,2,0,10,-0.0527517654202557,11,5,0
6,2,5,2,0,10,0.2372080653381631,11,5,0
6,2,5,2,0,10,0.6058855133815138,11,5,0
6,2,5,2,0,10,0.309947129411581,11,5,0
4,2,5,2,0,10,0.5231821939555727,11,5,0
6,2,5,2,0,10,0.3836826190202511,11,5,0
4,2,5,2,0,10,0.1863903630402959,11,5,0
4,2,5,2,0,10,0.096712064867589,11,5,0
4,2,5,2,0,10,0.3896611722317648,11,5,0
6,2,5,2,0,10,0.33983989546915,11,5,0
6,2,5,2,0,10,0.4853180236159855,11,5,0
6,2,5,2,0,10,0.406600406331054,11,5,0
4,2,5,2,0,10,0.2661044058604799,11,5,0
4,2,5,2,0,10,0.4145718106130722,11,5,0
6,2,5,2,0,10,0.3677398104562143,11,5,0
4,2,5,2,0,10,-0.0587303186317694,11,5,0
